종목명,종목코드,소속,섹터,테마,AI수급점수,Quant점수,정성점수,정성보정치,점수모드,현재가,등락률,외인강도(%),연기금강도(%),투신강도(%),사모강도(%),외인연속,연기금연속,이격도(%),손바뀜(%),RSI,거래급증(%),추세상승,음봉매집률,시가총액,PER,ROE
S-Oil,010950,KOSPI,석유와가스,석유와가스,14,16,45.69,-1.73,상승장 (보수적 반영),119400,-1.16,0.6017402316550616,0.03721304008212819,0.04358442911980003,0.08070755817413557,0,0,103.4,1.7,57.9,97.8,True,0.0,134424,78.66,2.01
다우데이타,032190,KOSDAQ,증권,증권,14,11,57.91,3.17,상승장 (보수적 반영),23950,1.7,-0.03894393328245939,-0.03510867219012319,-0.09961855990406629,-0.036463398015916276,3,0,101.3,1.2,53.0,71.6,True,0.0,9173,4.19,14.76
큐리언트,115180,KOSDAQ,제약,제약,14,17,41.89,-3.25,상승장 (보수적 반영),39400,3.28,-0.4579885239198582,-0.26674926059697424,-1.5109318999591113,0.09468723252010358,2,1,106.8,2.9,53.5,121.5,True,0.0,14674,-46.63,-71.44
신세계,004170,KOSPI,백화점과일반상점,백화점과일반상점,14,16,45.69,-1.73,상승장 (보수적 반영),407000,5.85,0.9820182352635138,-0.2777019665990323,-0.11620878206128712,0.2667023047708236,0,0,117.8,2.9,77.4,132.4,True,0.0,38442,282.64,0.32
태광산업,003240,KOSPI,화학,화학,14,16,46.09,-1.57,상승장 (보수적 반영),1229000,0.99,0.06416230634317452,0.2392839812920199,-0.005425314235603625,-0.004530400467699503,2,0,103.6,0.8,58.6,123.7,True,0.192,13684,16.93,2.06
HLB,028300,KOSDAQ,건강관리장비와용품,건강관리장비와용품,14,18,40.69,-3.73,상승장 (보수적 반영),60200,0.5,1.1956076934594364,0.01867289321987373,0.23714278816160508,0.015067896089636414,0,0,104.5,2.0,58.6,47.1,True,0.0,80146,-35.9,-44.32
BNK금융지주,138930,KOSPI,은행,은행,14,15,48.69,-0.53,상승장 (보수적 반영),19000,0.53,-0.031588707303008716,-0.7814711135985889,-0.23009180675689425,-0.04381426681591534,0,0,103.6,1.7,58.3,73.6,True,0.0,58962,7.39,7.58
메지온,140410,KOSDAQ,식품,식품,13,16,41.29,-3.49,상승장 (보수적 반영),91100,0.11,0.13122744248203128,0.0,0.0024265106367609346,-0.004392418824719182,3,0,102.9,1.9,52.4,111.9,True,0.0,27687,-78.53,-110.44
씨엠티엑스,388210,KOSDAQ,반도체와반도체장비,반도체와반도체장비,13,15,45.31,-1.87,상승장 (보수적 반영),148800,-0.47,0.7261470104686293,-1.0098295369914987,0.08664040609850349,0.2702607110236774,0,0,109.2,6.4,53.6,47.9,True,0.0,14233,-40.54,-35.89
셀트리온,068270,KOSPI,제약,제약,13,15,45.89,-1.65,상승장 (보수적 반영),209000,1.46,0.1981105592097462,-0.20962247682984408,-0.05773593848024473,0.04043965044809648,1,0,103.7,0.9,56.6,125.1,True,0.0,463851,47.0,5.94
현대위아,011210,KOSPI,자동차부품,자동차부품,13,15,45.69,-1.73,상승장 (보수적 반영),82700,-2.36,-0.44440086705202314,-1.4103531080480214,-0.2291513694975545,-0.037664353045798134,0,0,103.1,3.7,52.0,92.0,True,0.0,22490,22.71,2.75
HL만도,204320,KOSPI,자동차부품,자동차부품,13,15,45.89,-1.65,상승장 (보수적 반영),53000,-0.75,0.6482772692570418,-1.2597485353799172,-0.24786182344195765,-0.09692240928999075,1,0,103.8,2.5,57.5,72.3,True,0.0,24887,24.88,3.82
NAVER,035420,KOSPI,양방향미디어와서비스,양방향미디어와서비스,13,15,45.69,-1.73,상승장 (보수적 반영),214000,-1.61,-0.7786687655847347,-0.5692633962432783,-0.07918572445742034,-0.098610467877199,0,0,103.7,1.7,54.3,72.3,True,0.0,335665,17.29,7.37
카카오페이,377300,KOSPI,IT서비스,IT서비스,13,15,45.89,-1.65,상승장 (보수적 반영),55300,-1.43,-0.0199013270313273,-0.0049840127822866395,-0.03143886630744341,-0.02145012300945301,1,0,104.8,1.1,57.7,67.9,True,0.0,74791,165.07,2.41
에임드바이오,0009K0,KOSDAQ,생물공학,생물공학,13,15,45.89,-1.65,상승장 (보수적 반영),50200,5.91,-0.3035813845679963,0.02368016633297397,-0.5061802248575389,-0.06813940397350993,1,0,104.0,1.6,51.2,141.0,True,0.0,32465,545.65,5.13
와이지엔터테인먼트,122870,KOSDAQ,방송과엔터테인먼트,방송과엔터테인먼트,13,15,45.89,-1.65,상승장 (보수적 반영),54600,1.3,1.4464243410093092,-0.6632004017638413,-1.537635933365997,-0.2112413326800588,1,0,103.7,2.3,52.3,38.3,True,0.0,10205,27.66,7.41
삼성생명,032830,KOSPI,생명보험,생명보험,13,15,45.69,-1.73,상승장 (보수적 반영),244500,-4.31,0.10471963394683026,-0.08006566564417178,0.0040692147239263805,-0.023571520449897753,0,0,102.9,0.7,57.2,105.0,True,0.0,489000,21.24,4.96
SK아이이테크놀로지,361610,KOSPI,전기제품,전기제품,13,15,45.51,-1.79,상승장 (보수적 반영),27700,2.97,-0.16966017656146545,-0.1678321783270801,0.03411719708673582,0.002651619951445597,1,0,117.7,2.6,71.4,52.2,True,0.0,22655,-9.9,-8.58
아이티센글로벌,124500,KOSDAQ,IT서비스,IT서비스,12,11,53.29,1.31,상승장 (보수적 반영),46250,-1.28,-0.017439554603056278,0.07541469437197168,-1.680614778233321,-0.12861129332836377,3,0,94.5,5.8,48.4,63.5,True,0.0,10732,23.01,45.89
스피어,347700,KOSDAQ,우주항공과국방,우주항공과국방,12,13,47.29,-1.09,상승장 (보수적 반영),42600,0.71,-2.2643810642984348,0.26493116974411846,0.257407634267504,-0.9396946433592651,0,2,96.1,9.6,42.9,69.0,False,0.0,21338,8520.0,0.43
기업은행,024110,KOSPI,은행,은행,12,12,49.69,-0.13,상승장 (보수적 반영),22350,0.22,-0.053815287978678635,-0.24187985271426565,-0.02919361060457287,-0.013940202833496985,1,1,101.1,0.6,52.8,74.9,True,0.0,178225,6.57,7.7
펄어비스,263750,KOSDAQ,게임엔터테인먼트,게임엔터테인먼트,12,15,41.69,-3.33,상승장 (보수적 반영),57000,2.52,1.174321203680948,-0.007574487316020862,0.6076673902951859,-0.3487753119794654,1,1,96.3,6.4,36.5,89.3,False,0.0,36621,-435.11,-1.05
금호타이어,073240,KOSPI,자동차부품,자동차부품,12,10,55.69,2.27,상승장 (보수적 반영),6080,2.36,-0.6705575413684512,-0.07241160263383911,0.014066378471228172,-0.00279842427712568,0,0,100.6,0.8,53.9,130.5,True,0.0,17465,5.03,18.53
롯데지주,004990,KOSPI,복합기업,복합기업,12,16,41.09,-3.57,상승장 (보수적 반영),28950,1.94,0.2476609815270509,-0.8459694277891381,-0.0473224413405885,-0.024411863584375977,2,0,102.5,0.8,52.3,95.4,True,0.0,28853,-4.73,-10.51
현대글로비스,086280,KOSPI,항공화물운송과물류,항공화물운송과물류,12,10,55.69,2.27,상승장 (보수적 반영),222500,-3.26,-0.310040404494382,-0.3657578816479401,-0.03176173183520599,-0.039791499625468164,0,0,101.4,1.3,51.5,149.2,True,0.0,166875,9.62,18.13
미래에셋증권,006800,KOSPI,증권,증권,12,10,54.31,1.73,상승장 (보수적 반영),66900,-1.18,-0.6172690078803259,0.06746042660611727,-0.00026968505409376254,-0.02427684252704688,0,0,100.4,2.0,54.1,68.7,True,0.0,374350,31.06,12.36
미스토홀딩스,081660,KOSPI,"섬유,의류,신발,호화품","섬유,의류,신발,호화품",11,10,52.69,1.07,상승장 (보수적 반영),41400,-0.84,-0.030755511828935395,-0.2076598248407643,-0.08867884440400364,-0.015721769790718838,0,0,99.1,1.3,53.0,101.9,True,0.0,21980,11.06,11.39
한화시스템,272210,KOSPI,우주항공과국방,우주항공과국방,11,12,46.69,-1.33,상승장 (보수적 반영),130400,0.23,0.26171901676875675,-0.06454965070164116,-0.11735572861486254,-0.017861166384548877,1,1,100.2,2.3,56.7,81.7,True,0.0,246351,101.72,6.6
영원무역,111770,KOSPI,"섬유,의류,신발,호화품","섬유,의류,신발,호화품",11,10,52.89,1.15,상승장 (보수적 반영),83400,-0.71,0.09442793862972183,-0.16531045838294187,-0.05266083991774002,-0.004411505574196341,1,0,101.0,0.6,54.9,121.2,True,0.0,36956,7.51,12.66
에스원,012750,KOSPI,상업서비스와공급품,상업서비스와공급품,11,11,50.49,0.19,상승장 (보수적 반영),87500,-0.68,-0.1829342205780625,0.03764784204036212,0.005240888447772865,-0.01625356552076754,0,1,98.4,0.4,52.4,79.4,True,0.007,33249,18.62,10.45
제이앤티씨,204270,KOSDAQ,핸드셋,핸드셋,11,15,40.89,-3.65,상승장 (보수적 반영),19980,3.52,0.18580144142585223,0.03120688873507527,0.012410063159716213,-0.002787384495587472,1,0,116.0,1.8,68.0,91.3,True,0.0,11558,-12.62,-31.32
유일로보틱스,388720,KOSDAQ,기계,기계,11,15,40.89,-3.65,상승장 (보수적 반영),97000,1.57,-0.1856373118655933,-0.022091975848792442,-0.11137007350367517,0.010395231011550578,1,0,107.4,2.0,57.9,130.6,True,0.0,11428,-45.37,-26.71
에코프로비엠,247540,KOSDAQ,전기제품,전기제품,11,11,50.31,0.13,상승장 (보수적 반영),208000,1.22,-0.4064577481608162,-0.06484732341623789,0.2327056209979016,0.06476257746195088,0,0,102.0,3.4,51.2,56.3,True,0.0,203487,516.13,2.29
KT,030200,KOSPI,다각화된통신서비스,다각화된통신서비스,11,10,52.69,1.07,상승장 (보수적 반영),61700,-0.48,-0.012677986713570037,-0.08033244435583967,-0.016638722933561417,-0.0035160755512968094,0,0,99.9,1.2,51.7,61.3,True,0.0,155497,8.98,10.22
제일기획,030000,KOSPI,광고,광고,11,10,52.69,1.07,상승장 (보수적 반영),19750,-0.75,-0.9344081730557634,-0.5507343510408873,-0.052703785484793805,-0.0950227516394525,0,0,101.5,1.2,54.6,98.2,True,0.0,22721,10.95,13.7
BGF리테일,282330,KOSPI,백화점과일반상점,백화점과일반상점,11,8,57.49,2.99,상승장 (보수적 반영),134500,0.82,0.7705007355787843,0.22809566825826988,-0.1680532842947477,-0.07478315911730546,1,2,99.7,1.2,47.2,88.9,False,0.0,23247,11.91,15.64
툴젠,199800,KOSDAQ,생물공학,생물공학,11,15,40.69,-3.73,상승장 (보수적 반영),96200,6.65,0.5959404415164125,0.0,-0.023346451687471105,-0.05553505547850208,0,0,131.1,4.1,68.9,126.5,True,0.0,8652,-22.67,-64.34
삼성화재,000810,KOSPI,손해보험,손해보험,11,10,52.69,1.07,상승장 (보수적 반영),456000,-1.51,0.2722229139651853,-0.3448944752249597,-0.06481975470548941,-0.02037067271798499,0,0,98.5,1.7,51.8,118.5,True,0.0,203592,11.2,10.97
삼성에피스홀딩스,0126Z0,KOSPI,제약,제약,11,15,40.69,-3.73,상승장 (보수적 반영),574000,-2.21,0.05699516904830251,-0.010984225892500822,0.08312840879653292,0.005756667063411492,0,0,105.9,1.2,59.1,134.6,True,0.0,142829,-73.56,0.0
SK바이오사이언스,302440,KOSPI,제약,제약,11,15,40.89,-3.65,상승장 (보수적 반영),44300,0.34,-0.20355397485326276,-0.2783889486707331,-0.0013124367015767062,-0.03087390954079871,1,0,103.3,0.7,55.5,38.8,True,0.0,34756,-60.44,-3.2
오뚜기,007310,KOSPI,식품,식품,11,12,46.69,-1.33,상승장 (보수적 반영),368500,0.82,-0.08928498882795044,-0.07734426840002709,-0.0513277473085517,-0.008570688604509446,1,1,101.4,0.4,59.2,78.9,True,0.0,14769,21.34,3.35
보로노이,310210,KOSDAQ,제약,제약,10,13,42.29,-3.09,상승장 (보수적 반영),306500,-3.01,-0.16092780525858555,-0.7289215289966846,-0.37839503217913945,-0.1560294842472918,0,2,103.0,3.9,46.9,45.0,False,0.0,56403,-131.94,-50.18
한미사이언스,008930,KOSPI,제약,제약,10,10,49.89,-0.05,상승장 (보수적 반영),39000,0.52,-0.5142750796685788,-0.20740004124020547,0.19976676226896112,-0.006572344693135381,1,0,101.0,0.6,57.2,109.8,True,0.0,26673,22.53,13.13
대한항공,003490,KOSPI,항공사,항공사,10,10,48.89,-0.45,상승장 (보수적 반영),24850,0.2,0.6586901658962001,-0.5193023638569227,-0.28269629738915664,-0.09473800749702195,1,0,101.8,1.7,51.7,80.1,True,0.0,91503,11.77,7.28
HD건설기계,267270,KOSPI,기계,기계,9,10,46.49,-1.41,상승장 (보수적 반영),194700,5.07,-1.0199044782990385,0.42580761621309127,0.47389366100678754,0.5811859259576472,0,1,122.8,4.1,86.9,80.9,True,0.0,93406,34.69,5.74
대웅제약,069620,KOSPI,제약,제약,9,6,56.49,2.59,상승장 (보수적 반영),152400,1.74,-0.3367857628270472,-0.3374393362781742,-0.07331188696341602,0.015592292445350549,0,1,99.0,1.1,42.3,98.1,False,0.0,17658,9.02,21.75
메리츠금융지주,138040,KOSPI,증권,증권,9,5,60.31,4.13,상승장 (보수적 반영),114500,-2.05,-0.4494006153027195,-0.07655030556381874,-0.08570589156268103,-0.04986225360492242,0,0,99.4,0.6,49.5,124.0,True,0.0,191613,9.02,22.53
LG유플러스,032640,KOSPI,무선통신서비스,무선통신서비스,9,10,48.69,-0.53,상승장 (보수적 반영),16600,-0.84,0.22890206749635608,-0.13856104369884517,0.02751140738872071,-0.004007168824980379,0,0,100.5,0.9,59.8,70.3,True,0.0,71352,13.74,6.01
아시아나항공,020560,KOSPI,항공사,항공사,8,11,41.49,-3.41,상승장 (보수적 반영),7130,0.42,0.008824308572206712,0.005809995233880302,-0.0013434690542656772,-0.001284572751412814,0,1,100.7,0.1,56.6,73.6,True,0.0,14687,-5.19,-34.48
한일시멘트,300720,KOSPI,건축자재,건축자재,8,10,45.89,-1.65,상승장 (보수적 반영),17080,1.01,-0.27435675608979465,-0.07359668683330681,-0.12860592262378603,-0.0979664058270976,1,0,101.4,0.7,55.4,74.1,True,0.0,12562,16.1,4.14
카카오,035720,KOSPI,양방향미디어와서비스,양방향미디어와서비스,8,10,45.69,-1.73,상승장 (보수적 반영),48050,-0.72,-0.14394809923800397,-0.25221008188403754,-0.05812209999906042,-0.014600896825173116,0,0,100.7,1.4,51.6,86.7,True,0.0,212862,43.29,4.59
한진칼,180640,KOSPI,항공사,항공사,8,10,45.69,-1.73,상승장 (보수적 반영),114200,-1.04,-0.2239244743779757,-0.12228208622430912,-0.014709898613643219,-0.11496266673661844,0,0,100.7,0.7,50.4,74.1,True,0.0,76243,49.59,4.75
넷마블,251270,KOSPI,게임엔터테인먼트,게임엔터테인먼트,8,10,45.89,-1.65,상승장 (보수적 반영),50400,1.51,-0.12612326546915853,-0.27389382565120557,-0.26321636971046775,-0.12182348697588843,1,0,100.1,1.3,51.4,81.2,True,0.0,41308,19.25,4.15
강원랜드,035250,KOSPI,"호텔,레스토랑,레저","호텔,레스토랑,레저",8,7,53.69,1.47,상승장 (보수적 반영),16950,0.89,-0.42892683120536085,-0.5220934726856575,0.005946659680666244,-0.047178733419739126,1,1,100.2,1.3,36.9,107.9,False,0.0,36263,11.4,8.11
로킷헬스케어,376900,KOSDAQ,건강관리장비와용품,건강관리장비와용품,8,10,44.69,-2.13,상승장 (보수적 반영),89000,-0.56,-2.0076861783394016,-4.447776111944028e-05,-0.5221059184693367,-0.14269920039980008,0,0,83.3,8.6,33.3,67.1,False,0.0,14007,-454.08,8.69
클로봇,466100,KOSDAQ,기계,기계,8,12,40.69,-3.73,상승장 (보수적 반영),48300,1.36,-0.060129135945654874,-0.19207311324662416,0.6805744884433766,-0.22384899345538894,0,0,102.7,4.9,49.0,112.6,False,0.0,12071,-555.17,-3.58
TIME 글로벌AI인공지능액티브,456600,KOSPI,분류안됨,분류안됨,8,11,41.29,-3.49,상승장 (보수적 반영),53220,2.42,0.3754238937017092,0.0,-0.20684891770077263,-0.1734393467571997,3,0,115.4,9.7,85.2,81.3,True,0.0,17084,0.0,0.0
코리안리,003690,KOSPI,손해보험,손해보험,7,6,53.29,1.31,상승장 (보수적 반영),12360,1.15,-0.3401770411573502,-0.2664174380808497,0.009954605136657052,0.04656311083642357,3,0,101.1,0.7,35.8,60.5,False,0.0,21843,7.48,9.03
서울보증보험,031210,KOSPI,손해보험,손해보험,7,7,49.69,-0.13,상승장 (보수적 반영),50100,3.94,0.3787732812097996,-0.6637869943683714,0.09937753065950086,0.02981826420056602,1,1,101.6,0.8,41.7,87.5,False,0.0,34981,13.03,5.18
현대해상,001450,KOSPI,손해보험,손해보험,7,5,55.69,2.27,상승장 (보수적 반영),30550,-0.49,0.2580249376031947,-1.1124554390815191,-0.18667926122182543,-0.09486174403870522,0,0,100.9,2.0,47.5,72.2,False,0.0,26043,2.68,20.6
더존비즈온,012510,KOSPI,소프트웨어,소프트웨어,7,6,53.49,1.39,상승장 (보수적 반영),119000,-0.25,-2.753556295272325,-0.253812300248825,-0.05551344760851535,-0.04258230577826928,0,1,99.8,0.1,47.4,24.9,False,0.0,36170,40.57,16.0
오스코텍,039200,KOSDAQ,제약,제약,6,5,52.69,1.07,상승장 (보수적 반영),50900,1.39,1.3477533918759308,-0.36911666153135114,-0.19501773481230422,0.024317226416063268,0,0,98.1,2.5,47.2,91.0,False,0.0,19473,37.21,33.87
메디포스트,078160,KOSDAQ,생물공학,생물공학,6,9,42.29,-3.09,상승장 (보수적 반영),26450,-2.4,0.08266199324975892,0.46757886692381867,0.08457803182256508,-0.08305150144648023,0,2,116.4,3.7,59.9,91.1,True,0.0,10370,-11.86,-34.14
씨어스,458870,KOSDAQ,건강관리기술,건강관리기술,6,5,52.69,1.07,상승장 (보수적 반영),51900,6.46,-2.138454837239913,-0.11084191768338987,0.0266192603655141,0.15381886802004757,0,0,111.6,4.7,53.0,137.9,False,0.0,19753,122.12,52.78
큐리옥스바이오시스템즈,445680,KOSDAQ,생명과학도구및서비스,생명과학도구및서비스,6,10,40.69,-3.73,상승장 (보수적 반영),90600,-0.98,-1.5859674900551777,0.07178262543308098,0.002725843705889901,-0.3665824457846785,0,0,103.8,2.5,38.5,80.9,False,0.0,15586,-55.08,-53.58
엘앤씨바이오,290650,KOSDAQ,건강관리장비와용품,건강관리장비와용품,6,10,40.69,-3.73,상승장 (보수적 반영),69900,-0.14,-0.5044243608935974,-0.3148139163979733,-0.32845454859511747,-0.06353217987102718,0,0,101.5,4.2,51.9,104.1,True,0.0,17368,-12.09,-57.68
LG생활건강,051900,KOSPI,화장품,화장품,6,10,40.89,-3.65,상승장 (보수적 반영),253000,2.43,0.5153728399845021,-0.32911618235825907,0.1043472555856903,-0.12720915665762625,1,0,101.9,1.3,56.9,140.0,True,0.0,38715,-44.48,-1.82
기아,000270,KOSPI,자동차,자동차,6,5,52.69,1.07,상승장 (보수적 반영),153400,-3.16,-0.22276637501794974,-0.2098333478044529,-0.0638038095222193,-0.02006628184620317,0,0,100.0,1.1,49.6,132.4,True,0.0,598894,8.03,12.92
맥쿼리인프라,088980,KOSPI,분류안됨,분류안됨,6,10,40.89,-3.65,상승장 (보수적 반영),11390,0.09,0.11866500760783882,0.0006412526352453758,-0.33265549854259474,-0.03292507085372784,1,0,100.5,1.1,53.2,92.9,True,0.0,54549,0.0,0.0
오름테라퓨틱,475830,KOSDAQ,제약,제약,5,8,41.89,-3.25,상승장 (보수적 반영),84300,2.31,2.6121203958976618,-0.4718706605646228,-0.9560433722981914,-0.2886649205999118,6,0,100.7,3.3,40.0,92.2,False,0.0,18136,-41.82,-33.22
하림지주,003380,KOSDAQ,식품,식품,5,5,48.89,-0.45,상승장 (보수적 반영),13480,1.74,-0.023843403762087694,-0.02539491919459531,0.03474235329182673,-0.05432192277122798,1,0,99.2,4.6,47.3,86.9,False,0.0141,15098,6.57,7.29
에이비엘바이오,298380,KOSDAQ,생물공학,생물공학,5,8,42.09,-3.17,상승장 (보수적 반영),157200,2.41,0.6018320933509067,-0.24356606030995773,-0.6874323705858292,-0.5093307083125028,3,1,98.5,4.3,42.5,116.5,False,0.0,88012,-226.84,-23.48
유한양행,000100,KOSPI,제약,제약,5,5,49.89,-0.05,상승장 (보수적 반영),94800,0.11,-0.5091879810875957,-0.24481115672926654,0.016045481153815593,-0.0520417344317008,1,0,99.8,1.0,43.1,112.5,False,0.0,75506,39.68,8.81
현대차2우B,005387,KOSPI,자동차,자동차,4,5,48.69,-0.53,상승장 (보수적 반영),245000,-2.78,-1.243075395157713,-0.7847597359389228,-0.189415715252971,-0.10440363871961897,0,0,100.6,2.8,47.9,122.1,False,0.0,85662,6.93,0.0
삼성카드,029780,KOSPI,카드,카드,4,5,48.69,-0.53,상승장 (보수적 반영),53800,-1.28,0.2995838798690881,-0.16202990438298145,-0.017847989796573187,-0.3378926137457486,0,0,100.2,0.4,49.1,88.1,True,0.0,62332,9.65,7.45
차바이오텍,085660,KOSDAQ,건강관리업체및서비스,건강관리업체및서비스,4,7,41.49,-3.41,상승장 (보수적 반영),17940,1.7,0.06543444331194916,0.011199426824150129,0.007418031656574135,-0.07602824989507764,4,0,101.1,1.8,48.2,98.8,False,0.0944,16679,-11.7,-37.19
한국앤컴퍼니,000240,KOSPI,자동차부품,자동차부품,4,5,48.69,-0.53,상승장 (보수적 반영),24750,-1.79,-0.07478494424582909,-0.06388485061287028,-0.2154767875383044,-0.058540236636023146,0,0,100.9,0.7,49.2,63.5,False,0.0,23496,6.77,7.52
휴온스글로벌,084110,KOSDAQ,제약,제약,3,5,45.69,-1.73,상승장 (보수적 반영),66500,-0.45,-0.9521715761966979,0.0,-0.08598546145622996,-0.0541521202042998,0,0,114.7,2.7,50.7,75.6,False,0.0,8419,29.15,5.41
에이프릴바이오,397030,KOSDAQ,제약,제약,3,6,41.29,-3.49,상승장 (보수적 반영),61900,5.63,1.3956646619143194,-0.3609737559692712,-0.062005848155581696,-0.136753007128521,3,0,110.3,4.2,55.0,127.4,True,0.0,14449,-144.29,-10.39
CJ ENM,035760,KOSDAQ,방송과엔터테인먼트,방송과엔터테인먼트,3,5,45.69,-1.73,상승장 (보수적 반영),55100,2.04,-1.0496255482909873,-0.5299421087478275,-0.07476991641148721,-0.03020762227923529,0,0,101.1,1.0,42.1,73.3,False,0.0,12083,40.97,1.06
스튜디오드래곤,253450,KOSDAQ,방송과엔터테인먼트,방송과엔터테인먼트,3,5,45.89,-1.65,상승장 (보수적 반영),35700,1.56,0.2444770058708415,-0.472848350573106,-0.15869143602646538,-0.2570029959929177,1,0,101.7,0.8,45.8,74.7,False,0.0,10731,104.08,1.34
인벤티지랩,389470,KOSDAQ,제약,제약,2,6,41.09,-3.57,상승장 (보수적 반영),62400,3.14,-0.43791384429692215,0.0,0.02113560651780326,-0.2896770428485214,2,0,99.0,2.9,40.4,108.0,False,0.3805,8285,-81.68,-17.44
한미약품,128940,KOSPI,제약,제약,2,2,50.89,0.35,상승장 (보수적 반영),497500,1.53,-0.4711245234172746,-0.6379020083156821,-0.3912747783792265,-0.11797160900604063,2,1,97.6,3.5,43.9,82.1,False,0.0,63735,37.59,14.53
카카오게임즈,293490,KOSDAQ,게임엔터테인먼트,게임엔터테인먼트,1,5,40.69,-3.73,상승장 (보수적 반영),12350,-0.64,-0.022047805933808277,0.0,0.0061917584994138335,-0.11968682658490397,0,0,101.3,0.9,49.1,82.5,False,0.0,11089,-10.41,-7.93
JB금융지주,175330,KOSPI,은행,은행,1,0,52.69,1.07,상승장 (보수적 반영),28700,-4.49,-0.697877593514594,-0.24760660293546058,0.027590790131225822,-0.24445826222954337,0,0,94.9,1.0,41.0,149.1,False,0.0,54029,7.78,12.36
삼성바이오로직스,207940,KOSPI,제약,제약,1,0,52.69,1.07,상승장 (보수적 반영),1528000,0.92,-0.22707241356884944,-0.13544634157375807,-0.0244844979542672,-0.01714807599324781,0,0,97.5,0.7,47.8,104.7,False,0.0,707326,57.5,19.44
코오롱티슈진,950160,KOSDAQ,생물공학,생물공학,1,5,40.69,-3.73,상승장 (보수적 반영),101000,0.9,-0.326944633864202,-0.22472016288281552,-0.29656301718799294,-0.39578564434525554,0,0,98.3,2.0,37.2,81.2,False,0.0,85583,-43.09,-183.43
녹십자,006280,KOSPI,제약,제약,1,5,40.89,-3.65,상승장 (보수적 반영),142900,0.49,-0.5108796826347305,-0.5827972035928144,-0.15898677245508983,0.026161017964071855,1,0,99.2,1.7,46.6,102.7,False,0.0,16700,-357.25,-0.38
CJ대한통운,000120,KOSPI,항공화물운송과물류,항공화물운송과물류,0,0,48.89,-0.45,상승장 (보수적 반영),102400,0.29,0.6675707919520548,-1.3435888142123287,-0.215029897260274,-0.009525881849315068,1,0,97.9,1.9,45.0,79.7,False,0.0,23360,9.65,5.98
하이브,352820,KOSPI,방송과엔터테인먼트,방송과엔터테인먼트,0,2,41.69,-3.33,상승장 (보수적 반영),252000,2.23,-1.4171569307113001,-0.9089882432009427,-0.34319928556961093,-0.20913519858586976,1,1,95.8,3.1,30.3,60.9,False,0.0,108618,-44.42,-7.33
젬백스,082270,KOSDAQ,반도체와반도체장비,반도체와반도체장비,0,1,45.91,-1.63,상승장 (보수적 반영),24400,0.62,-0.5388617200518422,-0.06438903443806702,0.0031054434364006667,-0.02190091649694501,3,0,86.8,3.3,16.0,57.7,False,0.0,10802,-89.38,-26.29
동서,026960,KOSPI,식품,식품,0,0,49.89,-0.05,상승장 (보수적 반영),26550,-0.75,-0.00850289006422365,0.11649138269739327,-0.0013972364941443143,-0.002538972421609369,1,0,97.3,0.3,35.5,92.9,False,0.4623,26470,18.27,8.48
에스티큐브,052020,KOSDAQ,판매업체,판매업체,0,1,41.09,-3.57,상승장 (보수적 반영),18210,8.14,-0.25428501453957997,0.0,0.0011721462035541195,0.009536844103392568,2,0,111.5,3.0,47.9,147.8,False,0.2473,12380,-56.73,-26.2
